,objectid,x,y,date_updte,address,city,state,zipcode,fac_name,fac_type,ferry_t,ferry_i,bus_t,bus_i,bus_code_s,bus_supp,rail_i,rail_c,rail_h,rail_light,air_serve,bike_share,bike_sys,i_service,t_service,modes_serv,mode_bus,mode_air,mode_rail,mode_ferry,mode_bike
0,19,-112.00806000000001,33.43417,04/16/16,3400 E Sky Harbor Blvd,Phoenix,AZ,85034,Phoenix Sky Harbor Intl,1,3,3,1.0,1,1,3,0,3,3,2,1,0,,1,1,2,1,1,0,0,0
1,20,-112.014,33.4365,09/16/16,3400 E Sky Harbor Blvd,Phoenix,AZ,85034,Sky Harbor Intl Airport,2,3,3,1.0,1,1,3,0,3,3,2,1,0,,1,1,2,1,1,0,0,0
2,21,-111.65066999999999,35.19801,04/16/16,1 E Route 66,Flagstaff,AZ,86001,Amtrak Station,10,3,3,2.0,1,1,3,1,3,3,3,0,3,,1,0,2,1,0,1,0,0
3,22,-111.65299999999999,35.1989,09/16/16,1 E Rte 66,Flagstaff,AZ,86001,Amtrak Station,2,3,3,2.0,1,1,3,1,3,3,3,0,3,,1,0,2,1,0,1,0,0
4,23,-112.18867,35.252390000000005,04/16/16,No address,Williams Jct,AZ,86046,Amtrak Station,10,3,3,0.0,0,1,3,1,3,3,3,0,3,,1,0,2,1,0,1,0,0
5,24,-112.18867,35.252390000000005,09/16/16,No address,Williams Jct,AZ,86046,Amtrak Station,2,3,3,0.0,0,1,3,1,3,3,3,0,3,,1,0,2,1,0,1,0,0
6,25,-112.189,35.2513,09/16/16,233 N Grand Canyon Blvd,Williams,AZ,86046,Grand Canyon Railway Depot,2,3,3,0.0,0,1,3,0,3,3,3,0,3,,1,0,1,1,0,0,0,0
7,323,-87.905,41.9768,09/16/16, Terminal 1 and2 and3&5,Chicago,IL,60018,OHare International Airport,2,0,3,1.0,1,0,0,0,1,1,0,1,0,,1,1,3,1,1,1,0,0
8,324,-87.90446999999999,41.97958,04/16/16,10000 W OHare,Chicago,IL,60666,Chicago Ohare Intl,1,0,3,1.0,1,0,0,0,1,1,0,1,0,,1,1,3,1,1,1,0,0
9,325,-87.88056,41.995,04/16/16,1001 Zemke Blvd,Chicago,IL,60666,OHare Transfer,11,0,3,1.0,1,0,0,0,1,1,0,1,0,,1,1,3,1,1,1,0,0
10,326,-87.9042,41.9777,04/16/16,1000 OHare Dr,Chicago,IL,60666,OHare Blue Line Station,9,0,3,1.0,1,0,0,0,1,1,0,1,0,,1,1,3,1,1,1,0,0
11,327,-87.80534,42.0742,04/16/16,1116 Depot St,Glenview,IL,60025,Glenview Station,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
12,328,-87.80534,42.0742,04/16/16,1116 Depot St,Glenview,IL,60025,Glenview Station,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
13,329,-87.805,41.8866,04/16/16,1 Harlem Ave,Oak Park,IL,60130,Harlem/Lake Green Line Station,9,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
14,330,-87.80111,41.88694,04/16/16,103 N Marion St,Oak Park,IL,60301,Oak Park,11,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
15,331,-87.68472,42.04806,04/16/16,901 Davis St,Evanston,IL,60201,Evanston Davis Street,11,0,3,1.0,0,0,0,0,1,1,0,0,1,,0,1,3,1,0,1,0,1
16,332,-87.6835,42.0473,04/16/16,1612 Benson,Evanston,IL,60201,Davis Purple Line Station,9,0,3,1.0,0,0,0,0,1,1,0,0,1,,0,1,3,1,0,1,0,1
17,333,-87.6793,42.033,04/16/16,836 Chicago Ave,Evanston,IL,60202,Main Purple Line Station,9,0,3,1.0,0,0,0,0,1,1,0,0,1,,0,1,3,1,0,1,0,1
18,334,-87.68,42.03333,04/16/16,600 Main St,Evanston,IL,60210,Evanston Main Street,11,0,3,1.0,0,0,0,0,1,1,0,0,1,,0,1,3,1,0,1,0,1
19,335,-87.66851,41.56235,04/16/16,18015 Park Ave,Homewood,IL,60430,Metra/Amtrak Station,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
20,336,-87.66851,41.56235,04/16/16,18015 Park Ave,Homewood,IL,60430,Metra/Amtrak Station,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
21,337,-88.07914,41.524879999999996,04/16/16,50 E Jefferson St,Joliet,IL,60431,Union Station,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
22,338,-88.07914,41.524879999999996,04/16/16,50 E Jefferson St,Joliet,IL,60431,Union Station,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
23,339,-87.81318,41.792159999999996,04/16/16,W Hanover St & S Center Ave,Summit,IL,60501,Metra/Amtrak Station,10,0,3,2.0,0,0,0,1,1,0,0,0,0,,1,1,1,0,0,1,0,0
24,340,-87.81318,41.792159999999996,04/16/16,W Hanover St & S Center Ave,Summit,IL,60501,Metra/Amtrak Station,11,0,3,2.0,0,0,0,1,1,0,0,0,0,,1,1,1,0,0,1,0,0
25,341,-87.86972,41.8159,04/16/16,25 W Burlington St,La Grange,IL,60525,Metra/Amtrak La Grange RoadStation,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
26,342,-87.86972,41.8159,04/16/16,25 W Burlington St,La Grange,IL,60525,Metra/Amtrak La Grange RoadStation,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
27,343,-88.14541,41.77962,04/16/16,105 E 4th Ave,Naperville,IL,60540,METRA Station,10,0,3,1.0,1,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
28,344,-88.145,41.7795,09/16/16,105 E 4th Ave,Naperville,IL,60540,METRA station,2,0,3,1.0,1,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
29,345,-88.14541,41.77962,04/16/16,105 E 4th Ave,Naperville,IL,60540,METRA Station,11,0,3,1.0,1,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
30,346,-87.63221999999999,41.87639,04/16/16,414 S LaSalle St,Chicago,IL,60605,La Salle Station,11,0,3,2.0,0,0,0,0,1,1,0,0,1,,0,1,2,0,0,1,0,1
31,347,-87.6317,41.8757,04/16/16,150 W Congress Pkwy,Chicago,IL,60605,LaSalle Blue Line Station,9,0,3,2.0,0,0,0,0,1,1,0,0,1,,0,1,2,0,0,1,0,1
32,348,-87.6313,41.8768,04/16/16,121 W Van Buren St,Chicago,IL,60605,LaSalle/Van Buren Brown and Orange and Pink and Purple Lines,9,0,3,2.0,0,0,0,0,1,1,0,0,1,,0,1,2,0,0,1,0,1
33,349,-87.63917,41.87873,05/30/16,225 S Canal St,Chicago,IL,60606,Union Station,10,2,3,1.0,1,1,1,1,1,0,0,0,1,,1,1,3,1,0,1,0,1
34,350,-87.6395,41.8781,09/16/16,S Canal St & S Jackson Blvd,Chicago,IL,60606,Curbside bus stop in front of Adjacent to Union Station,2,2,3,1.0,1,1,1,1,1,0,0,0,1,,1,1,3,1,0,1,0,1
35,351,-87.63917,41.87873,05/30/16,225 S Canal St,Chicago,IL,60606,Union Station,11,2,3,1.0,1,1,1,1,1,0,0,0,1,,1,1,3,1,0,1,0,1
36,352,-87.639,41.8778,09/16/16,225 S Canal St,Chicago,IL,60661,Union Station,2,2,3,1.0,1,1,1,1,1,0,0,0,1,,1,1,3,1,0,1,0,1
37,353,-87.63835999999999,41.881840000000004,04/16/16,Madison St & Chicago River,Chicago,IL,60606,Madison Street,6,1,3,1.0,0,0,0,0,1,0,0,0,1,,0,1,4,1,0,1,1,1
38,354,-87.64046,41.88197,04/16/16,500 W Madison St,Chicago,IL,60661,Oglivie Transportation Center,11,1,3,1.0,0,0,0,0,1,0,0,0,1,,0,1,4,1,0,1,1,1
39,355,-87.7298,41.9536,04/16/16,4131 W Irving Park Rd,Chicago,IL,60613,Irving Park Blue Line Station,9,0,3,1.0,0,0,0,0,1,1,0,0,2,,0,1,2,1,0,1,0,0
40,356,-87.72972,41.9525,04/16/16,4000 N Kedvale Ave,Chicago,IL,60641,Irving Park,11,0,3,1.0,0,0,0,0,1,1,0,0,2,,0,1,2,1,0,1,0,0
41,357,-87.6319,41.8535,09/16/16,2130 Wentworth Ave,Chicago,IL,60616,Curbside bus stop in front of Three Happiness Chinese Restau,2,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
42,358,-87.7575,41.8795,04/16/16,138 W Cermak Rd,Chicago,IL,60616,Cermak-Chinatown Red Lines Station,9,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
43,359,-87.62299999999999,41.7221,04/16/16,14 W 95th St,Chicago,IL,60620,95th/Dan Ryan Red Line Station,9,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
44,360,-87.62299999999999,41.7221,09/16/16,14 W 95th St,Chicago,IL,60628,,2,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
45,361,-87.73899999999999,41.7867,09/16/16,5700 S Cicero Ave,Chicago,IL,60629,Midway Airport,2,0,3,1.0,1,0,0,0,0,1,0,1,0,,1,1,3,1,1,1,0,0
46,362,-87.7386,41.7856,04/16/16,4612 W 59th St,Chicago,IL,60629,Midway Orange Line Station,9,0,3,1.0,1,0,0,0,0,1,0,1,0,,1,1,3,1,1,1,0,0
47,363,-87.75242,41.78598,04/16/16,5700 S Cicero Ave,Chicago,IL,60638,Chicago Midway Intl,1,0,3,1.0,1,0,0,0,0,1,0,1,0,,1,1,3,1,1,1,0,0
48,364,-87.7636,41.971140000000005,04/16/16,4963 N Milwaukee Ave,Chicago,IL,60630,Jefferson Park,11,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
49,365,-87.7624,41.9698,04/16/16, 4917 N Milwaukee Ave,Chicago,IL,60630,Jefferson Park Blue Line Station,9,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
50,366,-87.837,41.9838,09/16/16,5800 N Cumberland Ave,Chicago,IL,60631,,2,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
51,367,-87.8366,41.9828,04/16/16,5800 N Cumberland Ave,Chicago,IL,60631,Cumberland Blue Line Station,9,0,3,1.0,1,0,0,0,0,1,0,0,0,,1,1,2,1,0,1,0,0
52,368,-90.52076,41.50848,04/16/16,1400 River Dr,Moline,IL,61265,John Deere Commons Landing,6,1,3,1.0,1,1,3,0,3,3,3,0,3,,1,1,2,1,0,0,1,0
53,369,-90.522,41.5065,09/16/16,1200 River Dr,Moline,IL,61265,Metrolink,2,1,3,1.0,1,1,3,0,3,3,3,0,3,,1,1,2,1,0,0,1,0
54,370,-90.3641,40.94405,04/16/16,225 S Seminary St,Galesburg,IL,61401,Amtrak Union Station,10,3,3,1.0,1,1,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
55,371,-90.36399999999999,40.9449,09/16/16,225 S Seminary St,Galesburg,IL,61401,Amtrak station,2,3,3,1.0,1,1,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
56,372,-88.98404000000001,40.50835,04/16/16,100 E Parkinson St,Normal,IL,61761,Amtrak Station,10,3,3,1.0,1,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
57,373,-88.98404000000001,40.50835,09/16/16,100 E Parkinson St,Normal,IL,61761,Amtrak Station,2,3,3,1.0,1,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
58,374,-88.24093,40.1162,04/16/16,45 E University Ave,Champaign,IL,61820,Illinois Terminal,10,3,3,1.0,1,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
59,375,-88.24,40.1162,09/16/16,45 E University Ave,Champaign,IL,61820,Intermodal Transportation Center,2,3,3,1.0,1,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
60,376,-89.65167,39.801590000000004,04/16/16,100 N 3rd St,Springfield,IL,62701,Amtrak Station,10,3,3,1.0,0,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
61,377,-89.65167,39.801590000000004,09/16/16,100 N 3rd St,Springfield,IL,62701,Amtrak Station,2,3,3,1.0,0,1,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
62,378,-89.21637,37.724090000000004,04/16/16,401 S Illinois Ave,Carbondale,IL,62901,Amtrak Station,10,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
63,379,-89.21637,37.724090000000004,09/16/16,401 S Illinois Ave,Carbondale,IL,62901,Amtrak Station,2,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
64,561,-79.83135,36.0612,04/16/16,236 E Washington St,Greensboro,NC,27401,J Douglas Galyon Depot,10,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
65,562,-79.788,36.0697,09/16/16,234 E Washington St,Greensboro,NC,27401,,2,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
66,563,-77.798,35.9377,09/16/16,111 Coastline St,Rocky Mount,NC,27801,Interstate Travel Service,2,3,3,1.0,1,3,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
67,564,-77.7979,35.93815,04/16/16,101 Hammond St,Rocky Mount,NC,27804,Rocky Mount Transit Center,10,3,3,1.0,1,3,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
68,565,-77.90829000000001,35.72307,04/16/16,401 E Nash St,Wilson,NC,27893,Wilson Transit Center,10,3,3,1.0,1,3,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
69,566,-77.90829000000001,35.72307,09/16/16,401 E Nash St,Wilson,NC,27893,Wilson Bus Station,2,3,3,1.0,1,3,3,1,3,3,3,3,3,,1,1,2,1,0,1,0,0
70,567,-80.8405,35.2242,04/16/16,303 E Trade St,Charlotte,NC,28202,CTC,8,3,3,1.0,0,3,3,0,3,3,1,0,1,,0,1,3,1,0,1,0,1
71,622,-115.15233,36.08036,04/16/16,5757 Wayne Newton Blvd,Las Vegas,NV,89119,Mc Carran Intl,1,3,3,1.0,1,1,3,3,3,3,3,1,0,,1,1,2,1,1,0,0,0
72,623,-115.1523,36.0804,09/16/16,5757 Wayne Newton Blvd,Las Vegas,NV,89119,Mc Carran Intl,2,3,3,1.0,1,1,3,3,3,3,3,1,0,,1,1,2,1,1,0,0,0
73,624,-119.81123000000001,39.52864,04/16/16,280 N Center St,Reno,NV,89501,Amtrak Station,10,3,3,1.0,0,0,1,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
74,625,-119.8122,39.5283,09/16/16,135 E Commercial Row at Center St,Reno,NV,89501,Harrahs Casino,2,3,3,1.0,0,0,1,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
75,709,-83.54127,41.63818,04/16/16,415 Emerald Ave,Toledo,OH,43602,Amtrak Station,10,3,3,1.0,0,1,3,1,3,3,3,0,1,,1,1,3,1,0,1,0,1
76,710,-83.54127,41.63818,09/16/16,415 Emerald Ave,Toledo,OH,43602,Amtrak Station,2,3,3,1.0,0,1,3,1,3,3,3,0,1,,1,1,3,1,0,1,0,1
77,711,-81.6941,41.4987,04/16/16,50 Public Square,Cleveland,OH,44113,Tower City - Public Square,8,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
78,712,-81.6941,41.4987,04/16/16,50 Public Square,Cleveland,OH,44113,Tower City - Public Square,9,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
79,713,-81.69816999999999,41.50442,04/16/16,200 Cleveland Memorial Shoreway,Cleveland,OH,44114,Amtrak Station,10,3,3,2.0,0,3,3,1,3,0,1,0,3,,1,1,1,0,0,1,0,0
80,714,-81.6973,41.5061,04/16/16,Alfred Lerner Way & Erieside Ave,Cleveland,OH,44114,Amtrak Station,8,3,3,2.0,0,3,3,1,3,0,1,0,3,,1,1,1,0,0,1,0,0
81,715,-81.6665,41.4865,04/16/16,2733 E 34th St,Cleveland,OH,44115,E 34 - Campus,8,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
82,716,-81.6665,41.4865,04/16/16,2733 E 34th St,Cleveland,OH,44115,E 34 - Campus,9,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
83,717,-81.6515,41.4803,04/16/16,2890 E 55th St,Cleveland,OH,44127,E 55th,8,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
84,718,-81.6515,41.4803,04/16/16,2890 E 55th St,Cleveland,OH,44127,E 55th,9,3,3,1.0,0,3,3,0,3,1,1,0,3,,0,1,2,1,0,1,0,0
85,719,-81.84979,41.41169,04/16/16,5300 Riverside Dr,Cleveland,OH,44135,Cleveland Hopkins Intl,1,3,3,1.0,0,3,3,0,3,1,0,1,3,,1,1,3,1,1,1,0,0
86,720,-81.8331,41.4115,04/16/16,5300 Riverside Dr,Cleveland,OH,44135,Cleveland Hopkins International Airport,9,3,3,1.0,0,3,3,0,3,1,0,1,3,,1,1,3,1,1,1,0,0
87,744,-79.99325999999999,40.445040000000006,04/16/16,1100 Liberty Ave,Pittsburgh,PA,15222,Penn Station,10,3,3,1.0,1,1,3,1,3,3,1,0,1,,1,1,3,1,0,1,0,1
88,745,-79.9933,40.445,04/16/16,1100 Liberty Ave,Pittsburgh,PA,15222,Penn Station,8,3,3,1.0,1,1,3,1,3,3,1,0,1,,1,1,3,1,0,1,0,1
89,746,-79.99325999999999,40.445040000000006,09/16/16,1100 Liberty Ave,Pittsburgh,PA,15222,Penn Station,2,3,3,1.0,1,1,3,1,3,3,1,0,1,,1,1,3,1,0,1,0,1
90,747,-80.23286999999999,40.49147,04/16/16,1000 Airport Blvd,Pittsburgh,PA,15231,Pittsburgh International,1,3,3,1.0,1,0,3,0,3,3,0,1,0,,1,1,2,1,1,0,0,0
91,748,-80.23286999999999,40.49147,09/16/16,1000 Airport Blvd,Pittsburgh,PA,15231,Pittsburgh International,2,3,3,1.0,1,0,3,0,3,3,0,1,0,,1,1,2,1,1,0,0,0
92,749,-78.40099000000001,40.51478,04/16/16,1231 11th Ave,Altoona,PA,16601,Altoona Transportation Center,10,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
93,750,-78.40099000000001,40.51478,09/16/16,1231 11th Ave,Altoona,PA,16601,Altoona Transportation Center,2,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
94,751,-76.8782,40.261559999999996,04/16/16,4th & Chestnut Sts,Harrisburg,PA,17101,Amtrak Station,10,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
95,752,-76.8782,40.261559999999996,09/16/16,411 Market St,Harrisburg,PA,17101,Amtrak Station,2,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
96,753,-76.30759,40.05381,04/16/16,53 McGovern Ave,Lancaster,PA,17602,Amtrak Station,10,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
97,754,-76.30759,40.05381,09/16/16,53 McGovern Ave,Lancaster,PA,17602,Amtrak Station,2,3,3,1.0,1,3,3,1,3,3,3,0,3,,1,1,2,1,0,1,0,0
98,755,-75.1305,40.30622,04/16/16,100 S Clinton Ave,Doylestown,PA,18901,Doylestown SEPTA Station,11,0,3,1.0,0,0,0,0,1,0,0,0,0,,0,1,2,1,0,1,0,0
99,756,-75.28944,40.007259999999995,04/16/16,Station Rd & Lancaster Ave,Ardmore,PA,19003,SEPTA Station,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
100,757,-75.28944,40.007259999999995,04/16/16,Station Rd & Lancaster Ave,Ardmore,PA,19003,SEPTA Station,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
101,758,-75.29024,39.9266,04/16/16,699 S Springfield Rd & Maryland Rd,Clifton Heights,PA,19018,Clifton-Alden,11,0,3,0.0,0,0,0,0,1,0,1,0,0,,0,1,1,0,0,1,0,0
102,759,-75.2901,39.926,04/16/16,Springfield Rd & W Maryland Ave,Clifton Heights,PA,19018,Clifton-Aldan,8,0,3,0.0,0,0,0,0,1,0,1,0,0,,0,1,1,0,0,1,0,0
103,760,-74.95081,40.07189,04/16/16,Station Ave Near Bristolpike,Cornwells Heights,PA,19020,SEPTA Station,10,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
104,761,-74.95081,40.07189,04/16/16,Station Ave Near Bristolpike,Cornwells Heights,PA,19020,SEPTA Station,11,0,3,1.0,0,0,0,1,1,0,0,0,0,,1,1,2,1,0,1,0,0
105,762,-75.259,39.9618,04/16/16,69th & Market St,Upper Darby,PA,19082,69th Street Terminal,8,0,3,1.0,0,0,0,0,0,1,1,0,0,,0,1,2,1,0,1,0,0
106,763,-75.259,39.9618,04/16/16,69th St & Market St,Upper Darby,PA,19082,69th Street Terminal,9,0,3,1.0,0,0,0,0,0,1,1,0,0,,0,1,2,1,0,1,0,0
107,764,-75.16662,39.9537,05/30/16,1617 John F Kennedy Blvd,Philadelphia,PA,19103,Suburban Station,11,0,3,1.0,0,0,0,0,1,1,1,0,1,,0,1,3,1,0,1,0,1
108,765,-75.1652,39.9526,05/30/16,15th & Market St,Philadelphia,PA,19107,15th,8,0,3,1.0,0,0,0,0,1,1,1,0,1,,0,1,3,1,0,1,0,1
109,766,-75.1652,39.9526,05/30/16,15th St & Market St,Philadelphia,PA,19107,15th Street,9,0,3,1.0,0,0,0,0,1,1,1,0,1,,0,1,3,1,0,1,0,1
110,767,-75.18319,39.954609999999995,05/30/16,2955 Market St,Philadelphia,PA,19104,30th Street Station,10,0,3,1.0,1,1,0,1,1,2,2,0,1,,1,1,3,1,0,1,0,1
111,768,-75.18319,39.954609999999995,05/30/16,2955 Market St,Philadelphia,PA,19104,30th Street Station,11,0,3,1.0,1,1,0,1,1,2,2,0,1,,1,1,3,1,0,1,0,1
112,769,-75.18319,39.954609999999995,09/16/16,2955 Market St,Philadelphia,PA,19104,30th Street Station,2,0,3,1.0,1,1,0,1,1,2,2,0,1,,1,1,3,1,0,1,0,1
113,770,-75.18311,39.955597,09/14/16,JFK and N 30th St,Philadelphia,PA,19104,curbside bus stop,2,0,3,1.0,1,1,0,1,1,2,2,0,1,,1,1,3,1,0,1,0,1
114,771,-75.1834,39.9548,04/16/16,30th & Market St,Philadelphia,PA,19104,30th Street,8,0,3,1.0,2,0,0,2,2,1,1,0,2,,0,1,2,1,0,1,0,0
115,772,-75.1834,39.9548,04/16/16,30th St & Market St,Philadelphia,PA,19104,30th Street,9,0,3,1.0,2,0,0,2,2,1,1,0,2,,0,1,2,1,0,1,0,0
116,773,-75.2019,39.9572,05/30/16,40th St & Market,Philadelphia,PA,19104,40th St and Market,8,0,3,1.0,0,0,0,0,0,1,1,0,2,,0,1,2,1,0,1,0,0
117,774,-75.2019,39.9572,05/30/16,40th St & Market St,Philadelphia,PA,19104,40th Street,9,0,3,1.0,0,0,0,0,0,1,1,0,2,,0,1,2,1,0,1,0,0
118,775,-75.15958,39.95268,05/30/16,1170 Market St,Philadelphia,PA,19107,Market East Station,11,0,3,1.0,1,0,0,0,1,1,0,0,1,,1,1,3,1,0,1,0,1
119,776,-75.1583,39.9517,05/30/16,11th St & Market St,Philadelphia,PA,19107,11th Street,9,0,3,1.0,1,0,0,0,1,1,0,0,1,,1,1,3,1,0,1,0,1
120,777,-75.157117,39.952647999999996,09/16/16,1001 Filbert St,Philadelphia,PA,19107,Greyhound Station,2,0,3,1.0,1,0,0,0,1,1,0,0,1,,1,1,3,1,0,1,0,1
121,778,-75.15793599999999,39.953359999999996,09/14/16,55 N 11th St,Philadelphia,PA,19107,curbside bus stop,2,0,3,1.0,1,0,0,0,1,1,0,0,1,,1,1,3,1,0,1,0,1
122,779,-75.16199999999999,39.9522,04/16/16,Market St between 13th & Juniper St,Philadelphia,PA,19107,13th/Juniper,8,0,3,1.0,0,0,0,0,0,1,1,0,2,,0,1,2,1,0,1,0,0
123,780,-75.1614,39.9521,04/16/16,13th St & Market St,Philadelphia,PA,19107,13th Street,9,0,3,1.0,0,0,0,0,0,1,1,0,2,,0,1,2,1,0,1,0,0
124,781,-75.1595,39.9715,05/30/16,1200 N Broad St,Philadelphia,PA,19121,Girard Station,9,0,3,1.0,0,0,0,0,0,1,1,0,1,,0,1,3,1,0,1,0,1
125,782,-75.1594,39.9715,05/30/16,Broad St & Girard Ave,Philadelphia,PA,19130,Broad St and Girard Ave,8,0,3,1.0,0,0,0,0,0,1,1,0,1,,0,1,3,1,0,1,0,1
126,783,-75.1363,39.9689,05/30/16,1200 N Front St,Philadelphia,PA,19122,Girard,9,0,3,1.0,0,0,0,0,0,1,1,0,1,,0,1,3,1,0,1,0,1
127,784,-75.1362,39.9689,05/30/16,Front St & Girard Ave,Philadelphia,PA,19122,Front St and Girard Ave,8,0,3,1.0,0,0,0,0,0,1,1,0,1,,0,1,3,1,0,1,0,1
128,785,-75.15437,39.99691,04/16/16,2900 N Broad St,Philadelphia,PA,19132,North Philadelphia Station/Glenwood & Broad St Subway Statio,10,0,3,1.0,0,0,0,1,1,1,0,0,0,,1,1,2,1,0,1,0,0
129,786,-75.1546,39.994,04/16/16,2700 N Broad St,Philadelphia,PA,19132,North Philadelphia Station,9,0,3,1.0,0,0,0,1,1,1,0,0,0,,1,1,2,1,0,1,0,0
130,787,-75.15437,39.99691,04/16/16,2900 N Broad St,Philadelphia,PA,19132,North Philadelphia Station/Glenwood & Broad St Subway Statio,11,0,3,1.0,0,0,0,1,1,1,0,0,0,,1,1,2,1,0,1,0,0
131,788,-75.13459,40.0416,04/16/16,900 Nedro Ave west of 10th St,Philadelphia,PA,19141,Fern Rock Transportation Center,11,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
132,789,-75.1385,40.0422,04/16/16,11th St & Nedro Ave,Philadelphia,PA,19141,Fern Rock Transportation Center,9,0,3,1.0,0,0,0,0,1,1,0,0,0,,0,1,2,1,0,1,0,0
133,790,-75.21709,39.943670000000004,04/16/16,49th St & Chester Ave,Philadelphia,PA,19143,49th Street Station,11,0,3,1.0,0,0,0,0,1,0,1,0,0,,0,1,2,1,0,1,0,0
134,791,-75.2165,39.9442,04/16/16,Chester Av & 49th St,Philadelphia,PA,19143,Chester Av & 49th St,8,0,3,1.0,0,0,0,0,1,0,1,0,0,,0,1,2,1,0,1,0,0
135,792,-75.24114,39.87195,04/16/16,8000 Essington Ave,Philadelphia,PA,19153,Philadelphia International,1,0,3,1.0,0,0,0,0,1,0,0,1,0,,1,1,3,1,1,1,0,0
136,793,-75.24036,39.87925,04/16/16,Philadelphia International Airport,Philadelphia,PA,19153,Terminal E Station,11,0,3,1.0,0,0,0,0,1,0,0,1,0,,1,1,3,1,1,1,0,0
137,794,-75.24059,39.87812,04/16/16,Philadelphia International Airport,Philadelphia,PA,19153,Terminal C & D Station,11,0,3,1.0,0,0,0,0,1,0,0,1,0,,1,1,3,1,1,1,0,0
138,795,-75.24457,39.87628,04/16/16,Philadelphia International Airport,Philadelphia,PA,19153,Terminal B Station,11,0,3,1.0,0,0,0,0,1,0,0,1,0,,1,1,3,1,1,1,0,0
139,796,-75.24651999999999,39.87591,04/16/16,Philadelphia International Airport,Philadelphia,PA,19153,Terminal A (east&west) station,11,0,3,1.0,0,0,0,0,1,0,0,1,0,,1,1,3,1,1,1,0,0
